transaccion_id,comercio_id,comercio_nombre,fecha,hora,dia_semana,mes,trimestre,cliente_id,segmento_cliente,categoria_producto,n_items,monto_usd,metodo_pago,estado,canal
TXN-COM002-01905,COM002,Botica Don Jacinto,2026-03-30,14:42,Monday,March,Q1,CLI122,Inactivo,Antibióticos y receta,5,10.65,QR Deuna,Pendiente,Presencial
TXN-COM001-00228,COM001,Tienda La Esquina de Doña Rosa,2025-05-28,10:48,Wednesday,May,Q2,CLI012,Inactivo,Granos y harinas,2,4.12,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01036,COM001,Tienda La Esquina de Doña Rosa,2025-10-31,19:29,Friday,October,Q4,CLI252,Ocasional,Snacks y confites,3,3.33,QR Deuna,Completada,Presencial
TXN-COM001-01860,COM001,Tienda La Esquina de Doña Rosa,2026-03-19,14:42,Thursday,March,Q1,CLI132,Frecuente,Víveres básicos,3,3.76,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01242,COM002,Botica Don Jacinto,2025-12-08,10:25,Monday,December,Q4,CLI343,Frecuente,Higiene personal,3,9.13,QR Deuna,Anulada,Presencial
TXN-COM003-00355,COM003,Cevichería El Rincón Costeño,2025-06-26,13:40,Thursday,June,Q2,CLI136,Ocasional,Bebidas y jugos,4,6.72,Link de Pago Deuna,Completada,Presencial
TXN-COM001-01096,COM001,Tienda La Esquina de Doña Rosa,2025-11-14,10:28,Friday,November,Q4,CLI092,Nuevo,Lácteos y huevos,1,1.71,QR Deuna,Completada,Presencial
TXN-COM002-01777,COM002,Botica Don Jacinto,2026-03-02,15:46,Monday,March,Q1,CLI008,Inactivo,Antibióticos y receta,5,14.41,QR Deuna,Completada,Presencial
TXN-COM002-01413,COM002,Botica Don Jacinto,2025-12-27,13:20,Saturday,December,Q4,CLI089,Inactivo,Medicamentos OTC,5,22.3,Link de Pago Deuna,Completada,Presencial
TXN-COM003-00197,COM003,Cevichería El Rincón Costeño,2025-05-26,14:19,Monday,May,Q2,CLI015,Frecuente,Bebidas y jugos,3,4.96,QR Deuna,Completada,Presencial
TXN-COM003-01042,COM003,Cevichería El Rincón Costeño,2025-11-01,15:58,Saturday,November,Q4,CLI307,Ocasional,Mariscos al vapor,3,6.25,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01178,COM003,Cevichería El Rincón Costeño,2025-11-24,12:59,Monday,November,Q4,CLI267,Nuevo,Almuerzo del día,2,8.36,Pago a Contacto,Completada,Presencial
TXN-COM001-01999,COM001,Tienda La Esquina de Doña Rosa,2026-04-18,07:16,Saturday,April,Q2,CLI109,Frecuente,Artículos de limpieza,4,7.85,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00774,COM002,Botica Don Jacinto,2025-09-12,11:05,Friday,September,Q3,CLI186,Nuevo,Vitaminas y suplementos,4,16.4,Link de Pago Deuna,Completada,Presencial
TXN-COM003-01142,COM003,Cevichería El Rincón Costeño,2025-11-18,13:21,Tuesday,November,Q4,CLI213,Nuevo,Arroz con menestra,1,7.69,QR Deuna,Completada,Presencial
TXN-COM001-00963,COM001,Tienda La Esquina de Doña Rosa,2025-10-17,14:28,Friday,October,Q4,CLI331,Ocasional,Lácteos y huevos,2,5.79,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00892,COM001,Tienda La Esquina de Doña Rosa,2025-10-01,12:46,Wednesday,October,Q4,CLI028,Ocasional,Bebidas,4,3.31,Link de Pago Deuna,Anulada,WhatsApp/Redes
TXN-COM001-00190,COM001,Tienda La Esquina de Doña Rosa,2025-05-20,15:21,Tuesday,May,Q2,CLI218,Nuevo,Granos y harinas,5,7.17,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00947,COM001,Tienda La Esquina de Doña Rosa,2025-10-13,18:00,Monday,October,Q4,CLI047,Ocasional,Snacks y confites,4,3.31,Link de Pago Deuna,Anulada,WhatsApp/Redes
TXN-COM001-01055,COM001,Tienda La Esquina de Doña Rosa,2025-11-04,19:32,Tuesday,November,Q4,CLI289,Ocasional,Bebidas,4,5.83,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01294,COM002,Botica Don Jacinto,2025-12-14,13:10,Sunday,December,Q4,CLI135,Inactivo,Medicamentos OTC,2,9.52,Pago a Contacto,Completada,WhatsApp/Redes
TXN-COM002-01704,COM002,Botica Don Jacinto,2026-02-16,11:11,Monday,February,Q1,CLI111,Ocasional,Higiene personal,1,14.55,QR Deuna,Completada,Presencial
TXN-COM001-00173,COM001,Tienda La Esquina de Doña Rosa,2025-05-17,09:20,Saturday,May,Q2,CLI249,Inactivo,Granos y harinas,4,4.7,QR Deuna,Completada,Presencial
TXN-COM003-01845,COM003,Cevichería El Rincón Costeño,2026-03-19,13:18,Thursday,March,Q1,CLI316,Nuevo,Ceviche de camarón,2,6.3,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01589,COM001,Tienda La Esquina de Doña Rosa,2026-01-21,12:35,Wednesday,January,Q1,CLI250,Inactivo,Artículos de limpieza,3,4.46,QR Deuna,Completada,Presencial
TXN-COM003-01804,COM003,Cevichería El Rincón Costeño,2026-03-07,10:19,Saturday,March,Q1,CLI002,Inactivo,Almuerzo del día,5,10.16,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00834,COM002,Botica Don Jacinto,2025-09-22,17:17,Monday,September,Q3,CLI256,Ocasional,Antibióticos y receta,4,13.7,QR Deuna,Completada,Presencial
TXN-COM002-00256,COM002,Botica Don Jacinto,2025-06-09,13:41,Monday,June,Q2,CLI334,Frecuente,Vitaminas y suplementos,3,8.23,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00272,COM001,Tienda La Esquina de Doña Rosa,2025-06-07,15:37,Saturday,June,Q2,CLI337,Inactivo,Artículos de limpieza,4,3.01,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01875,COM001,Tienda La Esquina de Doña Rosa,2026-03-22,13:25,Sunday,March,Q1,CLI301,Frecuente,Granos y harinas,2,3.82,QR Deuna,Completada,Presencial
TXN-COM003-00275,COM003,Cevichería El Rincón Costeño,2025-06-12,12:13,Thursday,June,Q2,CLI081,Inactivo,Bebidas y jugos,5,12.02,Pago a Contacto,Completada,Presencial
TXN-COM003-00520,COM003,Cevichería El Rincón Costeño,2025-07-31,13:31,Thursday,July,Q3,CLI009,Ocasional,Mariscos al vapor,3,6.62,QR Deuna,Completada,Presencial
TXN-COM003-00380,COM003,Cevichería El Rincón Costeño,2025-07-01,14:21,Tuesday,July,Q3,CLI027,Frecuente,Almuerzo del día,2,4.96,QR Deuna,Completada,Presencial
TXN-COM003-01617,COM003,Cevichería El Rincón Costeño,2026-01-24,12:25,Saturday,January,Q1,CLI221,Nuevo,Mariscos al vapor,2,8.97,QR Deuna,Pendiente,WhatsApp/Redes
TXN-COM001-00715,COM001,Tienda La Esquina de Doña Rosa,2025-08-31,18:01,Sunday,August,Q3,CLI152,Frecuente,Bebidas,4,3.39,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00409,COM002,Botica Don Jacinto,2025-07-07,17:30,Monday,July,Q3,CLI040,Ocasional,Antibióticos y receta,5,14.59,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01733,COM003,Cevichería El Rincón Costeño,2026-02-20,13:33,Friday,February,Q1,CLI034,Inactivo,Ceviche mixto,5,13.71,QR Deuna,Completada,Presencial
TXN-COM001-00178,COM001,Tienda La Esquina de Doña Rosa,2025-05-18,14:26,Sunday,May,Q2,CLI145,Ocasional,Granos y harinas,3,2.12,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01700,COM001,Tienda La Esquina de Doña Rosa,2026-02-09,09:59,Monday,February,Q1,CLI006,Frecuente,Snacks y confites,5,3.11,QR Deuna,Completada,Presencial
TXN-COM001-01361,COM001,Tienda La Esquina de Doña Rosa,2025-12-18,18:48,Thursday,December,Q4,CLI146,Frecuente,Víveres básicos,3,5.83,QR Deuna,Completada,Presencial
TXN-COM003-00013,COM003,Cevichería El Rincón Costeño,2025-04-20,15:51,Sunday,April,Q2,CLI249,Inactivo,Mariscos al vapor,5,6.41,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00873,COM001,Tienda La Esquina de Doña Rosa,2025-09-28,14:14,Sunday,September,Q3,CLI170,Ocasional,Bebidas,2,1.93,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00018,COM002,Botica Don Jacinto,2025-04-21,16:40,Monday,April,Q2,CLI296,Ocasional,Medicamentos OTC,3,7.96,Pago a Contacto,Completada,Presencial
TXN-COM003-00855,COM003,Cevichería El Rincón Costeño,2025-09-27,13:13,Saturday,September,Q3,CLI186,Nuevo,Bebidas y jugos,3,7.29,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00929,COM001,Tienda La Esquina de Doña Rosa,2025-10-09,11:53,Thursday,October,Q4,CLI324,Ocasional,Víveres básicos,2,1.55,QR Deuna,Anulada,Presencial
TXN-COM002-00258,COM002,Botica Don Jacinto,2025-06-09,09:14,Monday,June,Q2,CLI327,Ocasional,Medicamentos OTC,3,13.96,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-00886,COM003,Cevichería El Rincón Costeño,2025-10-02,14:01,Thursday,October,Q4,CLI210,Frecuente,Bebidas y jugos,4,10.5,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00850,COM002,Botica Don Jacinto,2025-09-26,19:54,Friday,September,Q3,CLI105,Inactivo,Material de curación,2,22.23,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01632,COM002,Botica Don Jacinto,2026-02-04,16:35,Wednesday,February,Q1,CLI289,Ocasional,Cosméticos básicos,5,10.56,Link de Pago Deuna,Completada,Presencial
TXN-COM001-00778,COM001,Tienda La Esquina de Doña Rosa,2025-09-11,19:40,Thursday,September,Q3,CLI152,Frecuente,Bebidas,2,5.14,QR Deuna,Completada,Presencial
TXN-COM002-00053,COM002,Botica Don Jacinto,2025-04-30,09:06,Wednesday,April,Q2,CLI234,Ocasional,Medicamentos OTC,1,6.0,QR Deuna,Completada,Presencial
TXN-COM002-00911,COM002,Botica Don Jacinto,2025-10-08,10:44,Wednesday,October,Q4,CLI071,Nuevo,Material de curación,4,13.05,Pago a Contacto,Completada,Presencial
TXN-COM001-00981,COM001,Tienda La Esquina de Doña Rosa,2025-10-21,15:11,Tuesday,October,Q4,CLI077,Nuevo,Artículos de limpieza,5,2.52,QR Deuna,Completada,Presencial
TXN-COM003-00382,COM003,Cevichería El Rincón Costeño,2025-07-01,12:06,Tuesday,July,Q3,CLI303,Ocasional,Almuerzo del día,4,7.1,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00643,COM002,Botica Don Jacinto,2025-08-17,16:31,Sunday,August,Q3,CLI335,Frecuente,Higiene personal,2,9.85,QR Deuna,Pendiente,Presencial
TXN-COM001-00477,COM001,Tienda La Esquina de Doña Rosa,2025-07-19,16:20,Saturday,July,Q3,CLI333,Frecuente,Lácteos y huevos,1,1.7,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01070,COM001,Tienda La Esquina de Doña Rosa,2025-11-08,17:48,Saturday,November,Q4,CLI026,Nuevo,Lácteos y huevos,3,4.64,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01197,COM002,Botica Don Jacinto,2025-12-03,13:43,Wednesday,December,Q4,CLI153,Frecuente,Vitaminas y suplementos,1,14.46,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01947,COM002,Botica Don Jacinto,2026-04-08,20:14,Wednesday,April,Q2,CLI315,Nuevo,Material de curación,2,23.24,QR Deuna,Completada,Presencial
TXN-COM001-00787,COM001,Tienda La Esquina de Doña Rosa,2025-09-13,15:24,Saturday,September,Q3,CLI142,Ocasional,Granos y harinas,5,0.81,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01539,COM002,Botica Don Jacinto,2026-01-15,10:25,Thursday,January,Q1,CLI339,Ocasional,Cosméticos básicos,2,7.6,Link de Pago Deuna,Completada,Presencial
TXN-COM001-01491,COM001,Tienda La Esquina de Doña Rosa,2025-12-31,10:21,Wednesday,December,Q4,CLI060,Ocasional,Granos y harinas,4,3.78,QR Deuna,Completada,Presencial
TXN-COM001-01328,COM001,Tienda La Esquina de Doña Rosa,2025-12-15,08:37,Monday,December,Q4,CLI095,Nuevo,Snacks y confites,4,2.82,QR Deuna,Completada,Presencial
TXN-COM002-01854,COM002,Botica Don Jacinto,2026-03-16,18:06,Monday,March,Q1,CLI299,Ocasional,Material de curación,1,10.62,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01364,COM002,Botica Don Jacinto,2025-12-21,11:01,Sunday,December,Q4,CLI033,Frecuente,Vitaminas y suplementos,5,3.07,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01327,COM001,Tienda La Esquina de Doña Rosa,2025-12-15,15:00,Monday,December,Q4,CLI216,Frecuente,Bebidas,3,4.04,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00565,COM001,Tienda La Esquina de Doña Rosa,2025-08-03,08:31,Sunday,August,Q3,CLI054,Inactivo,Snacks y confites,2,6.73,QR Deuna,Completada,Presencial
TXN-COM002-01282,COM002,Botica Don Jacinto,2025-12-13,18:35,Saturday,December,Q4,CLI106,Frecuente,Cosméticos básicos,3,17.11,QR Deuna,Completada,Presencial
TXN-COM002-00270,COM002,Botica Don Jacinto,2025-06-11,10:12,Wednesday,June,Q2,CLI335,Frecuente,Material de curación,5,9.59,Pago a Contacto,Anulada,Presencial
TXN-COM002-01402,COM002,Botica Don Jacinto,2025-12-25,08:06,Thursday,December,Q4,CLI347,Ocasional,Vitaminas y suplementos,2,12.09,Pago a Contacto,Completada,Presencial
TXN-COM003-01346,COM003,Cevichería El Rincón Costeño,2025-12-15,12:26,Monday,December,Q4,CLI164,Ocasional,Arroz con menestra,2,7.69,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01964,COM002,Botica Don Jacinto,2026-04-11,18:50,Saturday,April,Q2,CLI197,Nuevo,Vitaminas y suplementos,4,10.56,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01001,COM002,Botica Don Jacinto,2025-10-28,17:34,Tuesday,October,Q4,CLI160,Nuevo,Medicamentos OTC,2,20.11,QR Deuna,Completada,Presencial
TXN-COM003-01118,COM003,Cevichería El Rincón Costeño,2025-11-15,13:06,Saturday,November,Q4,CLI066,Ocasional,Bebidas y jugos,5,4.42,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01711,COM002,Botica Don Jacinto,2026-02-17,09:56,Tuesday,February,Q1,CLI109,Frecuente,Cosméticos básicos,2,10.88,QR Deuna,Completada,Presencial
TXN-COM003-01250,COM003,Cevichería El Rincón Costeño,2025-12-06,15:00,Saturday,December,Q4,CLI180,Frecuente,Bebidas y jugos,1,13.04,QR Deuna,Completada,Presencial
TXN-COM003-01605,COM003,Cevichería El Rincón Costeño,2026-01-21,13:27,Wednesday,January,Q1,CLI106,Frecuente,Ceviche de camarón,4,10.38,Link de Pago Deuna,Completada,Presencial
TXN-COM002-01533,COM002,Botica Don Jacinto,2026-01-14,11:30,Wednesday,January,Q1,CLI086,Ocasional,Material de curación,1,18.7,QR Deuna,Completada,Presencial
TXN-COM001-00670,COM001,Tienda La Esquina de Doña Rosa,2025-08-22,14:43,Friday,August,Q3,CLI264,Ocasional,Granos y harinas,2,7.25,Pago a Contacto,Completada,Presencial
TXN-COM003-00257,COM003,Cevichería El Rincón Costeño,2025-06-08,13:40,Sunday,June,Q2,CLI033,Frecuente,Mariscos al vapor,4,6.49,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01212,COM002,Botica Don Jacinto,2025-12-04,17:17,Thursday,December,Q4,CLI221,Nuevo,Antibióticos y receta,5,16.59,QR Deuna,Completada,Presencial
TXN-COM001-01835,COM001,Tienda La Esquina de Doña Rosa,2026-03-10,07:51,Tuesday,March,Q1,CLI128,Inactivo,Lácteos y huevos,1,2.85,QR Deuna,Completada,Presencial
TXN-COM001-00805,COM001,Tienda La Esquina de Doña Rosa,2025-09-16,13:06,Tuesday,September,Q3,CLI306,Inactivo,Víveres básicos,5,6.06,Pago a Contacto,Completada,WhatsApp/Redes
TXN-COM003-00826,COM003,Cevichería El Rincón Costeño,2025-09-21,12:50,Sunday,September,Q3,CLI202,Frecuente,Mariscos al vapor,3,8.08,Link de Pago Deuna,Pendiente,WhatsApp/Redes
TXN-COM003-01669,COM003,Cevichería El Rincón Costeño,2026-02-04,13:18,Wednesday,February,Q1,CLI213,Nuevo,Bebidas y jugos,5,5.7,QR Deuna,Completada,Presencial
TXN-COM003-01239,COM003,Cevichería El Rincón Costeño,2025-12-04,14:15,Thursday,December,Q4,CLI008,Inactivo,Ceviche de camarón,4,6.37,QR Deuna,Completada,Presencial
TXN-COM003-00816,COM003,Cevichería El Rincón Costeño,2025-09-20,13:55,Saturday,September,Q3,CLI167,Ocasional,Ceviche de camarón,5,9.96,Pago a Contacto,Completada,WhatsApp/Redes
TXN-COM001-01267,COM001,Tienda La Esquina de Doña Rosa,2025-12-08,16:13,Monday,December,Q4,CLI291,Frecuente,Artículos de limpieza,3,5.14,QR Deuna,Completada,Presencial
TXN-COM003-00761,COM003,Cevichería El Rincón Costeño,2025-09-10,13:38,Wednesday,September,Q3,CLI068,Nuevo,Ceviche de camarón,1,10.32,QR Deuna,Completada,Presencial
TXN-COM003-01730,COM003,Cevichería El Rincón Costeño,2026-02-19,14:14,Thursday,February,Q1,CLI341,Ocasional,Ceviche mixto,3,9.74,QR Deuna,Pendiente,Presencial
TXN-COM001-00457,COM001,Tienda La Esquina de Doña Rosa,2025-07-15,11:48,Tuesday,July,Q3,CLI218,Nuevo,Snacks y confites,4,6.82,QR Deuna,Completada,Presencial
TXN-COM002-00671,COM002,Botica Don Jacinto,2025-08-23,17:11,Saturday,August,Q3,CLI049,Ocasional,Higiene personal,3,10.9,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00417,COM001,Tienda La Esquina de Doña Rosa,2025-07-08,10:22,Tuesday,July,Q3,CLI079,Ocasional,Artículos de limpieza,5,3.94,QR Deuna,Completada,Presencial
TXN-COM003-01479,COM003,Cevichería El Rincón Costeño,2025-12-29,15:51,Monday,December,Q4,CLI216,Frecuente,Mariscos al vapor,1,6.66,QR Deuna,Completada,Presencial
TXN-COM002-00173,COM002,Botica Don Jacinto,2025-05-23,10:28,Friday,May,Q2,CLI037,Ocasional,Vitaminas y suplementos,2,11.96,Link de Pago Deuna,Completada,Presencial
TXN-COM002-00625,COM002,Botica Don Jacinto,2025-08-15,11:39,Friday,August,Q3,CLI089,Inactivo,Antibióticos y receta,2,4.4,QR Deuna,Completada,Presencial
TXN-COM002-00019,COM002,Botica Don Jacinto,2025-04-21,09:08,Monday,April,Q2,CLI058,Frecuente,Vitaminas y suplementos,3,14.17,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01986,COM002,Botica Don Jacinto,2026-04-15,08:41,Wednesday,April,Q2,CLI071,Nuevo,Cosméticos básicos,4,9.2,Link de Pago Deuna,Completada,Presencial
TXN-COM003-01559,COM003,Cevichería El Rincón Costeño,2026-01-13,14:28,Tuesday,January,Q1,CLI184,Inactivo,Almuerzo del día,1,7.86,Pago a Contacto,Pendiente,WhatsApp/Redes
TXN-COM002-01628,COM002,Botica Don Jacinto,2026-02-03,08:07,Tuesday,February,Q1,CLI191,Frecuente,Cosméticos básicos,2,5.68,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01967,COM001,Tienda La Esquina de Doña Rosa,2026-04-11,14:09,Saturday,April,Q2,CLI150,Ocasional,Lácteos y huevos,4,7.03,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00544,COM002,Botica Don Jacinto,2025-07-31,12:18,Thursday,July,Q3,CLI177,Nuevo,Higiene personal,3,13.9,Pago a Contacto,Completada,Presencial
TXN-COM002-00902,COM002,Botica Don Jacinto,2025-10-06,19:29,Monday,October,Q4,CLI339,Ocasional,Higiene personal,5,3.17,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01071,COM003,Cevichería El Rincón Costeño,2025-11-06,12:27,Thursday,November,Q4,CLI163,Ocasional,Bebidas y jugos,5,7.37,Link de Pago Deuna,Completada,Presencial
TXN-COM001-00615,COM001,Tienda La Esquina de Doña Rosa,2025-08-11,13:34,Monday,August,Q3,CLI281,Inactivo,Granos y harinas,4,1.99,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01195,COM003,Cevichería El Rincón Costeño,2025-11-28,12:53,Friday,November,Q4,CLI273,Inactivo,Ceviche mixto,2,14.94,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00956,COM001,Tienda La Esquina de Doña Rosa,2025-10-15,19:56,Wednesday,October,Q4,CLI207,Frecuente,Artículos de limpieza,1,2.25,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00084,COM001,Tienda La Esquina de Doña Rosa,2025-05-03,09:29,Saturday,May,Q2,CLI045,Ocasional,Víveres básicos,2,1.81,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01068,COM001,Tienda La Esquina de Doña Rosa,2025-11-08,13:38,Saturday,November,Q4,CLI135,Inactivo,Artículos de limpieza,3,0.85,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00958,COM001,Tienda La Esquina de Doña Rosa,2025-10-15,18:55,Wednesday,October,Q4,CLI110,Frecuente,Granos y harinas,3,2.99,QR Deuna,Completada,Presencial
TXN-COM002-00536,COM002,Botica Don Jacinto,2025-07-30,08:47,Wednesday,July,Q3,CLI135,Inactivo,Vitaminas y suplementos,3,10.93,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00729,COM002,Botica Don Jacinto,2025-09-03,14:09,Wednesday,September,Q3,CLI284,Frecuente,Medicamentos OTC,4,15.52,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-00609,COM003,Cevichería El Rincón Costeño,2025-08-14,13:03,Thursday,August,Q3,CLI227,Inactivo,Bebidas y jugos,4,13.06,QR Deuna,Completada,Presencial
TXN-COM001-01826,COM001,Tienda La Esquina de Doña Rosa,2026-03-08,14:22,Sunday,March,Q1,CLI018,Ocasional,Bebidas,5,2.67,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00862,COM002,Botica Don Jacinto,2025-09-29,20:43,Monday,September,Q3,CLI079,Ocasional,Higiene personal,5,20.25,QR Deuna,Completada,Presencial
TXN-COM003-00130,COM003,Cevichería El Rincón Costeño,2025-05-13,13:23,Tuesday,May,Q2,CLI204,Inactivo,Almuerzo del día,1,8.15,Pago a Contacto,Completada,WhatsApp/Redes
TXN-COM001-01268,COM001,Tienda La Esquina de Doña Rosa,2025-12-08,11:10,Monday,December,Q4,CLI199,Inactivo,Lácteos y huevos,2,2.76,QR Deuna,Anulada,Presencial
TXN-COM001-01658,COM001,Tienda La Esquina de Doña Rosa,2026-02-03,15:04,Tuesday,February,Q1,CLI042,Ocasional,Artículos de limpieza,3,6.6,Pago a Contacto,Completada,Presencial
TXN-COM003-01421,COM003,Cevichería El Rincón Costeño,2025-12-23,12:59,Tuesday,December,Q4,CLI239,Ocasional,Arroz con menestra,2,7.11,Link de Pago Deuna,Completada,Presencial
TXN-COM003-00167,COM003,Cevichería El Rincón Costeño,2025-05-20,12:50,Tuesday,May,Q2,CLI157,Nuevo,Ceviche mixto,4,7.07,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01890,COM001,Tienda La Esquina de Doña Rosa,2026-03-27,18:29,Friday,March,Q1,CLI327,Ocasional,Artículos de limpieza,4,1.45,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01226,COM002,Botica Don Jacinto,2025-12-06,18:06,Saturday,December,Q4,CLI172,Frecuente,Medicamentos OTC,4,13.35,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-00849,COM003,Cevichería El Rincón Costeño,2025-09-26,13:48,Friday,September,Q3,CLI149,Frecuente,Ceviche de camarón,1,9.88,QR Deuna,Completada,Presencial
TXN-COM002-01875,COM002,Botica Don Jacinto,2026-03-24,17:16,Tuesday,March,Q1,CLI024,Ocasional,Material de curación,2,17.68,QR Deuna,Completada,Presencial
TXN-COM003-01393,COM003,Cevichería El Rincón Costeño,2025-12-20,12:43,Saturday,December,Q4,CLI123,Ocasional,Arroz con menestra,3,6.73,Pago a Contacto,Completada,WhatsApp/Redes
TXN-COM002-00810,COM002,Botica Don Jacinto,2025-09-17,11:04,Wednesday,September,Q3,CLI274,Inactivo,Antibióticos y receta,5,9.96,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-00445,COM003,Cevichería El Rincón Costeño,2025-07-14,13:29,Monday,July,Q3,CLI240,Frecuente,Ceviche mixto,4,6.47,QR Deuna,Completada,Presencial
TXN-COM001-00836,COM001,Tienda La Esquina de Doña Rosa,2025-09-21,09:40,Sunday,September,Q3,CLI264,Ocasional,Artículos de limpieza,5,5.86,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-00963,COM003,Cevichería El Rincón Costeño,2025-10-17,13:56,Friday,October,Q4,CLI180,Frecuente,Mariscos al vapor,4,11.2,QR Deuna,Completada,Presencial
TXN-COM001-00045,COM001,Tienda La Esquina de Doña Rosa,2025-04-25,17:20,Friday,April,Q2,CLI308,Ocasional,Granos y harinas,5,2.24,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01511,COM001,Tienda La Esquina de Doña Rosa,2026-01-04,19:49,Sunday,January,Q1,CLI217,Ocasional,Snacks y confites,1,4.63,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00504,COM001,Tienda La Esquina de Doña Rosa,2025-07-24,18:15,Thursday,July,Q3,CLI235,Frecuente,Granos y harinas,2,5.56,QR Deuna,Completada,Presencial
TXN-COM003-01045,COM003,Cevichería El Rincón Costeño,2025-11-02,13:49,Sunday,November,Q4,CLI329,Ocasional,Mariscos al vapor,1,8.74,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01145,COM003,Cevichería El Rincón Costeño,2025-11-19,13:56,Wednesday,November,Q4,CLI238,Frecuente,Ceviche mixto,3,6.21,QR Deuna,Completada,Presencial
TXN-COM003-01208,COM003,Cevichería El Rincón Costeño,2025-12-01,12:15,Monday,December,Q4,CLI235,Frecuente,Ceviche de camarón,5,5.92,Link de Pago Deuna,Anulada,WhatsApp/Redes
TXN-COM003-01058,COM003,Cevichería El Rincón Costeño,2025-11-03,13:36,Monday,November,Q4,CLI025,Ocasional,Ceviche de camarón,4,4.0,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01962,COM002,Botica Don Jacinto,2026-04-11,18:16,Saturday,April,Q2,CLI162,Ocasional,Material de curación,2,18.38,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01301,COM001,Tienda La Esquina de Doña Rosa,2025-12-13,07:55,Saturday,December,Q4,CLI160,Nuevo,Bebidas,5,1.75,Pago a Contacto,Completada,Presencial
TXN-COM001-00506,COM001,Tienda La Esquina de Doña Rosa,2025-07-24,18:35,Thursday,July,Q3,CLI146,Frecuente,Bebidas,1,2.45,QR Deuna,Anulada,Presencial
TXN-COM001-00442,COM001,Tienda La Esquina de Doña Rosa,2025-07-12,17:18,Saturday,July,Q3,CLI337,Inactivo,Bebidas,5,2.94,Link de Pago Deuna,Completada,WhatsApp/Redes
